"","URN","Local.authority","Sector_merge","Places","Organisation","Registration.date","overspend_category","outsourcing_category","matched"
"2475","SC436818","NOTTINGHAM","Corporate owned",3,"Grace Care Limited","20/02/2012",NA,NA,1
"2476","SC437128","STAFFORDSHIRE","Investment owned",3,"Hillcrest Childrens Services (2) Limited","17/10/2011",NA,NA,1
"2477","SC437171","SWINDON","Investment owned",5,"John-Edwards Care Homes Ltd","28/09/2011",NA,"high-outsourcing",1
"2478","SC437305","BRADFORD","Investment owned",8,"Cambian Childcare Ltd","12/12/2011","high-overspend",NA,1
"2479","2602980","CAMBRIDGESHIRE","Local Authority",5,"Cambridgeshire County Council","03/09/2020","low-overspend",NA,1
"2480","SC472465","DUDLEY","Investment owned",5,"Cambian Childcare Ltd","05/02/2014","low-overspend",NA,1
"2481","SC472480","SEFTON","Individual owned",4,"Teen-Works Care Ltd","15/01/2014","high-overspend",NA,1
"2482","SC475335","NOTTINGHAMSHIRE","Individual owned",4,"Blue Mountain Homes Ltd","13/06/2014",NA,"high-outsourcing",1
"2483","SC475710","DURHAM","Investment owned",8,"Witherslack Group Ltd","03/06/2014",NA,"low-outsourcing",1
"2484","SC475715","LANCASHIRE","Investment owned",7,"Witherslack Group Ltd","08/05/2014","low-overspend",NA,1
"2485","SC476289","DERBYSHIRE","Investment owned",5,"Cambian Childcare Ltd","15/01/2015","high-overspend",NA,1
"2486","SC476303","GATESHEAD","Investment owned",3,"Cambian Childcare Ltd","08/05/2014",NA,"low-outsourcing",1
"2487","SC456417","CHESHIRE WEST AND CHESTER","Corporate owned",4,"Good Foundations ltd","21/12/2012",NA,NA,1
"2488","1231311","TELFORD AND WREKIN","Corporate owned",3,"Cove Care Residential Limited","08/08/2016",NA,NA,1
"2489","1231404","LIVERPOOL","Investment owned",5,"Courtyard Care Limited","19/01/2017",NA,NA,1
"2490","SC442779","WARRINGTON","Local Authority",2,"Warrington Borough Council","05/03/2012",NA,NA,1
"2491","SC444411","LIVERPOOL","Third sector",1,"New Start","06/07/2012",NA,NA,1
"2492","SC447645","STAFFORDSHIRE","Investment owned",4,"Unity Residential Care Services Limited","18/10/2012",NA,NA,1
"2493","2550082","BLACKPOOL","Individual owned",2,"Oaktree Childcare Ltd","19/10/2020",NA,NA,1
"2494","SC358046","DERBYSHIRE","LA owned company",32,"The Senad Group Limited","22/05/2009","high-overspend",NA,1
"2495","SC368763","KENT","Local Authority",6,"Kent County Council","01/02/2008",NA,NA,1
"2496","SC471289","KNOWSLEY","Third sector",4,"New Start","05/02/2014","low-overspend",NA,1
"2497","SC472102","HAMPSHIRE","Investment owned",5,"Aspris Children's Services Limited","05/03/2014",NA,NA,1
"2498","SC473473","ROCHDALE","Investment owned",3,"Nestlings Care Ltd","14/03/2014",NA,"low-outsourcing",1
"2499","SC473475","SEFTON","Individual owned",5,"New Horizons (NW) Ltd","18/07/2014","high-overspend",NA,1
"2500","SC051947","SEFTON","Corporate owned",2,"After Care Nw Limited","17/09/2003","high-overspend",NA,1
"2501","SC052744","KNOWSLEY","Individual owned",5,"Quality Protects Children Ltd","20/11/2003","low-overspend",NA,1
"2502","1256973","SURREY","Individual owned",6,"Cameron & Cooper Limited","04/08/2017",NA,NA,1
"2503","1257796","CAMBRIDGESHIRE","Investment owned",12,"Cambian Childcare Ltd","31/05/2017","low-overspend",NA,1
"2504","1258091","STAFFORDSHIRE","Investment owned",5,"Cambian Childcare Ltd","20/08/2017",NA,NA,1
"2505","1258134","NOTTINGHAMSHIRE","Corporate owned",5,"Homes 2 inspire","14/08/2017",NA,"high-outsourcing",1
"2506","1258434","WALSALL","Investment owned",4,"Horizon Care and Education Group Limited","20/12/2017",NA,NA,1
"2507","1259508","OXFORDSHIRE","Investment owned",8,"Hillcrest Children's Services Ltd","21/09/2017",NA,NA,1
"2508","1256058","OXFORDSHIRE","Corporate owned",5,"Homes 2 inspire","24/05/2017",NA,NA,1
"2509","1256417","KENT","Corporate owned",7,"Acorn Homes (UK) Ltd","04/08/2017",NA,NA,1
"2510","1256904","LANCASHIRE","Investment owned",3,"Next Stage 4Life LTD","23/04/2017","low-overspend",NA,1
"2511","1257013","NOTTINGHAM","Investment owned",6,"Esland North Limited","20/07/2017",NA,NA,1
"2512","1257022","HAVERING","Individual owned",6,"Children Assisted in a Real Environment (care) Ltd","25/07/2017",NA,NA,1
"2513","2541467","LIVERPOOL","Third sector",4,"Barnardo's Services Limited","16/12/2019",NA,NA,1
"2514","2542813","HALTON","Investment owned",1,"Cambian Childcare Ltd","27/09/2019","high-overspend",NA,1
"2515","2543640","LANCASHIRE","Individual owned",3,"Life Change Care Limited","28/10/2019","low-overspend",NA,1
"2516","2547837","SEFTON","Corporate owned",3,"After Care Nw Limited","17/12/2019","high-overspend",NA,1
"2517","2548260","CHESHIRE EAST","Third sector",3,"Safe Places For Children Uk","17/06/2020",NA,NA,1
"2518","2552579","MERTON","Individual owned",4,"Children Of The Mangrove Limited","19/11/2019",NA,NA,1
"2519","2694810","SOMERSET","Corporate owned",2,"Empower Residentials Limited","05/08/2022",NA,NA,1
"2520","2586947","BIRMINGHAM","Individual owned",3,"Accalia Care Services Ltd.","03/07/2020","low-overspend",NA,1
"2521","2588593","HAVERING","Corporate owned",4,"Stepping Stones Care Limited","04/05/2020",NA,NA,1
"2522","2591479","LANCASHIRE","Corporate owned",3,"Nurture Childcare Services Ltd","04/08/2020","low-overspend",NA,1
"2523","2591688","DEVON","Individual owned",2,"Mutual Care Ltd","20/05/2020",NA,NA,1
"2524","2593032","DERBYSHIRE","Investment owned",3,"Smoothstone Care & Education","09/07/2020","high-overspend",NA,1
"2525","2593928","STAFFORDSHIRE","Individual owned",3,"Thrive Childcare Services Limited","24/08/2020",NA,NA,1
"2526","2529667","DEVON","Local Authority",4,"Devon County Council","15/03/2019",NA,NA,1
"2527","SC029950","SOMERSET","Local Authority",6,"Somerset County Council","07/05/2004",NA,NA,1
"2528","SC032163","DORSET","Local Authority",9,"Dorset Council-Social Care, Children's Homes","18/07/2003","high-overspend",NA,1
"2529","SC032468","WALTHAM FOREST","Individual owned",4,"Adeza Care Homes Limited","06/11/2003",NA,NA,1
"2530","1251076","LEICESTERSHIRE","Investment owned",4,"Horizon Care and Education Group Limited","12/01/2017","low-overspend",NA,1
"2531","1253501","LEICESTERSHIRE","Investment owned",3,"Horizon Care and Education Group Limited","30/01/2017","low-overspend",NA,1
"2532","1254745","NOTTINGHAM","Corporate owned",5,"Homes 2 inspire","24/05/2017",NA,NA,1
"2533","1254835","SUNDERLAND","Third sector",6,"Together for Children Sunderland Limited","31/03/2017",NA,"low-outsourcing",1
"2534","1254843","SUNDERLAND","Third sector",6,"Together for Children Sunderland Limited","31/03/2017",NA,"low-outsourcing",1
"2535","2639538","NORTH NORTHAMPTONSHIRE","Individual owned",3,"ARGF LIMITED","18/01/2022",NA,NA,1
"2536","2639632","LUTON","Individual owned",2,"Bethel Children's Care Ltd","23/08/2021",NA,"high-outsourcing",1
"2537","2681477","CUMBRIA","Local Authority",6,"Cumberland Council","29/04/2022",NA,NA,1
"2538","1267650","NORTHUMBERLAND","Investment owned",3,"Keys Nhcc Ltd","08/01/2018",NA,"low-outsourcing",1
"2539","1268886","REDBRIDGE","Corporate owned",6,"Woodford Children's Home Ltd","23/05/2018",NA,"high-outsourcing",1
"2540","1270297","BURY","Investment owned",3,"Next Stage 4Life LTD","24/11/2017",NA,NA,1
"2541","1271135","STOCKPORT","Local Authority",2,"Stockport Metropolitan Borough Council","15/02/2018",NA,"low-outsourcing",1
"2542","1273769","WOLVERHAMPTON","Individual owned",3,"Oak Childcare Plus Ltd","20/11/2018",NA,NA,1
"2543","1275500","EAST SUSSEX","Individual owned",2,"HEADSTART RESIDENTIAL CARE LTD","04/09/2018","high-overspend",NA,1
"2544","1276911","STAFFORDSHIRE","Corporate owned",2,"Aspireone Care Ltd","29/10/2018",NA,NA,1
"2545","SC450045","NORFOLK","Local Authority",6,"Norfolk County Council","01/08/2012",NA,NA,1
"2546","SC450994","NORFOLK","Corporate owned",4,"Keys Direct Care Limited","17/08/2012",NA,NA,1
"2547","SC452107","CAMBRIDGESHIRE","Corporate owned",3,"Semi-Independent House Limited","03/12/2012","low-overspend",NA,1
"2548","SC452713","SOUTH GLOUCESTERSHIRE","Investment owned",3,"Greenfields Adolescent Development Limited","29/09/2012",NA,NA,1
"2549","SC453372","DURHAM","Corporate owned",4,"Park Blue Homes Limited","24/04/2013",NA,"low-outsourcing",1
"2550","SC454647","SHROPSHIRE","Investment owned",4,"Cambian Childcare Ltd","12/11/2012","high-overspend",NA,1
"2551","SC456149","WARRINGTON","Investment owned",6,"Bright Futures Care Limited","31/10/2012",NA,NA,1
"2552","2538287","STOKE ON TRENT","Local Authority",2,"Stoke On Trent City Council","10/07/2019",NA,NA,1
"2553","2539201","NOTTINGHAMSHIRE","Investment owned",3,"Esland North Limited","28/08/2019",NA,"high-outsourcing",1
"2554","2540073","CHESHIRE EAST","Individual owned",5,"Homes for Support Limited","14/10/2019",NA,NA,1
"2555","SC470585","NORFOLK","Corporate owned",6,"Flying Spur Limited","27/09/2013",NA,NA,1
"2556","SC471153","ESSEX","Investment owned",2,"Cambian Childcare Ltd","24/04/2014",NA,NA,1
"2557","SC471581","STAFFORDSHIRE","Individual owned",2,"Albrighton Care Limited","29/11/2013",NA,NA,1
"2558","SC472381","MIDDLESBROUGH","Local Authority",4,"Middlesbrough Borough Council","03/01/2014","high-overspend",NA,1
"2559","SC472795","NEWCASTLE UPON TYNE","Investment owned",5,"ARTEMIS SUPPORT LIMITED","02/01/2014","low-overspend","low-outsourcing",1
"2560","SC473375","KNOWSLEY","Corporate owned",2,"Continuum Support - Care Services LTD","20/01/2014","low-overspend",NA,1
"2561","SC456477","NORTH YORKSHIRE","Investment owned",4,"Cambian Childcare Ltd","20/01/2013","low-overspend","low-outsourcing",1
"2562","2684203","DURHAM","Local Authority",2,"Durham County Council","14/06/2022",NA,"low-outsourcing",1
"2563","2684211","KENT","Corporate owned",6,"Bay Tree House Higham Ltd","22/08/2022",NA,NA,1
"2564","2685151","LANCASHIRE","Individual owned",2,"Trinity Care and Education Services Ltd","21/07/2022","low-overspend",NA,1
"2565","2534436","LANCASHIRE","Individual owned",3,"Brinscall Care Limited","15/07/2019","low-overspend",NA,1
"2566","2534684","WEST BERKSHIRE","Investment owned",5,"Hillcrest Children's Services Ltd","02/10/2019",NA,NA,1
"2567","2546474","WOLVERHAMPTON","Individual owned",3,"Care Perspectives Limited","09/01/2020",NA,NA,1
"2568","2548794","BARNET","Individual owned",5,"Seva Childcare Ltd","02/07/2020",NA,"high-outsourcing",1
"2569","2686253","LANCASHIRE","Corporate owned",2,"Embrace Care Ltd","09/09/2022","low-overspend",NA,1
"2570","2688398","CUMBRIA","Investment owned",6,"A Wilderness Way Ltd","01/06/2022",NA,NA,1
"2571","2689015","STAFFORDSHIRE","Corporate owned",3,"Haven Care Group Ltd","21/07/2022",NA,NA,1
"2572","2690778","CUMBRIA","Investment owned",6,"A Wilderness Way Ltd","30/08/2022",NA,NA,1
"2573","1280370","OLDHAM","Corporate owned",2,"Time-Out Childrens Homes Limited","16/07/2018",NA,"low-outsourcing",1
"2574","2483830","WAKEFIELD","Individual owned",3,"Keswick Care Limited","17/10/2018",NA,NA,1
"2575","2490996","KIRKLEES","Investment owned",3,"Horizon Care and Education Group Limited","09/10/2018",NA,NA,1
"2576","2495397","LANCASHIRE","Corporate owned",2,"Future Focused Ltd","03/10/2018","low-overspend",NA,1
"2577","2589621","LIVERPOOL","Investment owned",3,"Horizon Care and Education Group Limited","27/04/2020",NA,NA,1
"2578","2590109","BURY","Individual owned",3,"4 Pure Heart Limited","10/06/2020",NA,NA,1
"2579","SC423453","ESSEX","Corporate owned",4,"Kedleston (Wood Grove Childcare) Limited","25/03/2011",NA,NA,1
"2580","SC423606","KINGSTON UPON THAMES","Corporate owned",6,"Reamcare Limited","23/06/2011",NA,"high-outsourcing",1
"2581","1226971","SOUTH GLOUCESTERSHIRE","Third sector",9,"Thornleigh Camphill Communities Limited","06/04/2016",NA,NA,1
"2582","2676828","EAST RIDING OF YORKSHIRE","Local Authority",1,"East Riding of Yorkshire Council","24/03/2022",NA,NA,1
"2583","2677270","BIRMINGHAM","Corporate owned",3,"TJY Care Ltd","25/05/2022","low-overspend",NA,1
"2584","2677465","SHEFFIELD","Corporate owned",4,"Madiba Limited","25/07/2022",NA,NA,1
"2585","2679810","WOLVERHAMPTON","Individual owned",3,"Thrive Childcare Services Limited","04/07/2022",NA,NA,1
"2586","2680042","NORTH YORKSHIRE","Individual owned",3,"Blossom SC Ltd","31/07/2022","low-overspend","low-outsourcing",1
"2587","2680522","WILTSHIRE","Investment owned",8,"Witherslack Group Ltd","15/08/2022","low-overspend",NA,1
"2588","2680860","BURY","Individual owned",3,"Invigor Adolescent Care Limited","16/09/2022",NA,NA,1
"2589","2680923","WOKINGHAM","Corporate owned",4,"Willow Tree Children's Services Ltd","22/06/2022",NA,NA,1
"2590","2569520","ESSEX","Individual owned",3,"Lavender Grove Cares Limited","17/04/2020",NA,NA,1
"2591","2575372","ESSEX","Individual owned",3,"Capital Childrens Care Ltd","12/06/2020",NA,NA,1
"2592","2575463","DONCASTER","Corporate owned",2,"First 4 Care Ltd","07/12/2020",NA,NA,1
"2593","2575713","HERTFORDSHIRE","Corporate owned",2,"CF Support Services Limited","09/04/2020",NA,NA,1
"2594","2577171","BRADFORD","Corporate owned",4,"Haven Care Group Ltd","02/07/2020","high-overspend",NA,1
"2595","2581909","DERBY","LA owned company",8,"Senad Limited","09/04/2020",NA,"high-outsourcing",1
"2596","2583028","DEVON","Third sector",4,"The Exeter Royal Academy For Deaf Education","09/04/2020",NA,NA,1
"2597","2687920","KNOWSLEY","Corporate owned",3,"Supporting Futures Limited","12/09/2022","low-overspend",NA,1
"2598","SC001016","CALDERDALE","Investment owned",4,"Keys BR Limited","21/02/2001","high-overspend",NA,1
"2599","SC004085","BOURNEMOUTH CHRISTCHURCH AND POOLE","Third sector",4,"Diverse Abilities Plus Ltd.","04/09/1995",NA,NA,1
"2600","SC005751","WIGAN","Corporate owned",1,"Care Afloat Ltd","01/08/2001","high-overspend",NA,1
"2601","SC006294","WAKEFIELD","Investment owned",4,"Dove Adolescent Services Limited","14/05/1998",NA,NA,1
"2602","SC007284","WALTHAM FOREST","Corporate owned",6,"Horizon Residential Children's Home","18/04/2000",NA,NA,1
"2603","2580303","SHROPSHIRE","Investment owned",2,"Reflexion Care Group Limited","24/04/2020","high-overspend",NA,1
"2604","2582247","LANCASHIRE","Investment owned",2,"Sandcastle Care Ltd","04/03/2020","low-overspend",NA,1
"2605","2671685","CROYDON","Individual owned",3,"Jurita Limited","17/05/2022","low-overspend",NA,1
"2606","2672244","CHESHIRE WEST AND CHESTER","Investment owned",4,"3S Adolescent Care Limited","20/06/2022",NA,NA,1
"2607","2673265","NORFOLK","Investment owned",2,"Acorn Norfolk Limited","11/02/2022",NA,NA,1
"2608","2674455","STOCKPORT","Individual owned",1,"Choices Home for Children","27/01/2022",NA,"low-outsourcing",1
"2609","SC465634","CUMBRIA","Individual owned",2,"Active Ark Limited","13/05/2014",NA,NA,1
"2610","SC467268","BLACKBURN WITH DARWEN","Corporate owned",5,"The Partnership Of Care Today","29/09/2013",NA,NA,1
"2611","SC467847","REDBRIDGE","Individual owned",5,"Oak House Childrens Home Ltd","02/08/2013",NA,"high-outsourcing",1
"2612","SC469686","STAFFORDSHIRE","Investment owned",3,"Oracle Care Limited","27/11/2013",NA,NA,1
"2613","SC471178","BARNSLEY","Investment owned",5,"Dove Adolescent Services Limited","29/11/2013",NA,NA,1
"2614","SC407169","STOCKPORT","Individual owned",4,"Choices Home for Children","31/03/2010",NA,"low-outsourcing",1
"2615","SC409506","BEDFORD","Local Authority",7,"Bedford Borough Council","31/03/2010",NA,"high-outsourcing",1
"2616","SC454266","MIDDLESBROUGH","Investment owned",4,"Cambian Childcare Ltd","13/12/2012","high-overspend",NA,1
"2617","SC456271","LANCASHIRE","Corporate owned",4,"Nurture Childcare Services Ltd","22/11/2012","low-overspend",NA,1
"2618","SC456474","KINGSTON UPON HULL","Investment owned",6,"Cambian Childcare Ltd","02/12/2013",NA,NA,1
"2619","SC456800","WARRINGTON","Investment owned",2,"Cambian Childcare Ltd","14/02/2013",NA,NA,1
"2620","SC457132","DEVON","Investment owned",1,"Cambian Childcare Ltd","25/02/2013",NA,NA,1
"2621","SC457137","DEVON","Investment owned",1,"Cambian Childcare Ltd","14/03/2013",NA,NA,1
"2622","SC457272","CAMBRIDGESHIRE","Investment owned",3,"Cambian Childcare Ltd","19/02/2013","low-overspend",NA,1
"2623","SC457500","NOTTINGHAM","Investment owned",6,"Cambian Childcare Ltd","27/02/2013",NA,NA,1
"2624","1256452","ESSEX","Corporate owned",5,"SureCare Residential Ltd","13/07/2017",NA,NA,1
"2625","SC462583","NORFOLK","Local Authority",4,"Norfolk County Council","29/04/2013",NA,NA,1
"2626","SC463639","BIRMINGHAM","Corporate owned",5,"Aston Children's Care Ltd","19/07/2013","low-overspend",NA,1
"2627","SC463692","MILTON KEYNES","Local Authority",8,"Milton Keynes Council","03/05/2013",NA,NA,1
"2628","SC464759","DERBYSHIRE","Individual owned",4,"Blue Mountain Homes Ltd","11/04/2014","high-overspend",NA,1
"2629","SC465475","NEWCASTLE UPON TYNE","Individual owned",6,"Right-Trak Limited","26/07/2013","low-overspend","low-outsourcing",1
"2630","SC465588","MILTON KEYNES","Individual owned",4,"White Orchid Care Limited","03/07/2013",NA,NA,1
"2631","SC067839","STAFFORDSHIRE","Individual owned",2,"Future In Mind Limited","28/06/2006",NA,NA,1
"2632","SC069336","WEST BERKSHIRE","Third sector",67,"Prior's Court Foundation","16/03/2007",NA,NA,1
"2633","SC457553","DEVON","Investment owned",2,"Cambian Childcare Ltd","14/03/2013",NA,NA,1
"2634","SC038780","DERBY","Individual owned",4,"Blue Mountain Homes Ltd","04/07/2003",NA,"high-outsourcing",1
"2635","SC039038","LEICESTER","Local Authority",7,"Leicester City Council","31/03/2003",NA,NA,1
"2636","2668710","NORTH TYNESIDE","Local Authority",5,"North Tyneside Council","20/03/2022","high-overspend","low-outsourcing",1
"2637","2669323","LIVERPOOL","Corporate owned",3,"GSM Ardent Ltd","03/02/2022",NA,NA,1
"2638","2672566","LANCASHIRE","Corporate owned",3,"Embrace Care Ltd","30/06/2022","low-overspend",NA,1
"2639","2674029","WEST NORTHAMPTONSHIRE","Individual owned",5,"Regional Therapeutic Homes Ltd","05/05/2022",NA,NA,1
"2640","2674818","ROTHERHAM","Individual owned",1,"Flourish Childrens Services Ltd","10/05/2022",NA,NA,1
"2641","2675665","LANCASHIRE","Individual owned",3,"Bear Care Services Limited","20/07/2022","low-overspend",NA,1
"2642","2675902","ENFIELD","Third sector",1,"Barnardo's","11/05/2022",NA,NA,1
"2643","SC011185","WEST BERKSHIRE","Individual owned",7,"Calcot Services for Children Limited","29/12/1992",NA,NA,1
"2644","1234374","CORNWALL","Individual owned",2,"Phoenix Childcare Ltd","12/05/2016",NA,NA,1
"2645","1234432","KNOWSLEY","Corporate owned",2,"Lytham Care Limited","03/06/2016","low-overspend",NA,1
"2646","SC059221","READING","Unidentified for-profit",3,"Causeway Care Homes Ltd","22/03/2004",NA,"high-outsourcing",1
"2647","SC059853","BOLTON","Local Authority",6,"Bolton Metropolitan Borough Council","26/05/2004",NA,"low-outsourcing",1
"2648","SC060034","NORFOLK","Third sector",6,"Break","13/08/2004",NA,NA,1
